"","X","Route.Point","detN","site","POINT","WMA","grass250m","grass500m","grass1km","grass1.5km","grass2km","grass2.5km","grass3km","grass3.5m","grass4km","grass4.5km","grass5km","trees250m","trees500m","trees1km","trees1.5km","trees2km","trees2.5km","trees3km","trees3.5km","trees4km","trees4.5km","trees5km","Occur"
"235",235,"MILLER.1.1",0,"MILLER.1",1,"MILLER",0.545455,0.518313,0.409379,0.381389,0.390393,0.405503,0.402425,0.431889,0.445489,0.440953,0.448764,0,0,0.0148966,0.0333971,0.058765,0.049564,0.0597129,0.0561411,0.0559565,0.0534373,0.0493123,0
"236",236,"MILLER.2.2",0,"MILLER.2",2,"MILLER",0.865613,0.589345,0.361655,0.381389,0.385561,0.41341,0.416271,0.441474,0.447492,0.443061,0.444552,0,0,0.0184828,0.0309751,0.0455482,0.04857,0.0496546,0.0534422,0.054343,0.0528996,0.0482621,0
"237",237,"MILLER.3.3",2,"MILLER.3",3,"MILLER",0.841897,0.665927,0.398069,0.352454,0.383785,0.390367,0.392813,0.422373,0.437545,0.438845,0.449506,0,0.00332963,0.0463448,0.0512428,0.0510197,0.0487056,0.0416017,0.0507201,0.0508679,0.0493909,0.0481936,1
"238",238,"MILLER.4.4",0,"MILLER.4",4,"MILLER",0.731225,0.589345,0.404966,0.342129,0.354935,0.40225,0.408187,0.41972,0.431074,0.436468,0.449392,0.00790514,0.0332963,0.0637241,0.0536648,0.0470404,0.0426964,0.0382595,0.0400875,0.043829,0.0456983,0.0458535,0
"239",239,"MILLER.5.5",0,"MILLER.5",5,"MILLER",0.644269,0.502775,0.436414,0.358317,0.384708,0.378259,0.390203,0.406738,0.423787,0.436213,0.451698,0.0790514,0.132075,0.0777931,0.0665392,0.0523698,0.0437356,0.0382277,0.041972,0.0440418,0.0449909,0.045865,0
"240",240,"MILLER.6.6",0,"MILLER.6",6,"MILLER",0.561265,0.477248,0.41269,0.388655,0.389469,0.408259,0.41242,0.434099,0.443538,0.441505,0.452326,0,0,0.00165517,0.0276609,0.0610389,0.0574707,0.0652831,0.0598637,0.0567189,0.055135,0.0501341,0
"241",241,"MILLER.7.7",0,"MILLER.7",7,"MILLER",0.628458,0.534961,0.389241,0.406501,0.395154,0.391361,0.401152,0.418859,0.432847,0.440161,0.457896,0,0,0,0.0703633,0.0626732,0.0668685,0.0673839,0.0615621,0.0571798,0.0548238,0.0499401,0
"242",242,"MILLER.8.8",0,"MILLER.8",8,"MILLER",0.687747,0.449501,0.414069,0.391587,0.390038,0.415669,0.429704,0.434913,0.444265,0.444943,0.459654,0,0,0,0.0254939,0.0596888,0.0778927,0.0708534,0.0666806,0.0588997,0.0566347,0.0512642,0
"243",243,"MILLER.9.9",0,"MILLER.9",9,"MILLER",0.671937,0.520533,0.37931,0.387381,0.397357,0.405006,0.417927,0.426119,0.434921,0.441972,0.466012,0,0,0.000275862,0.0577438,0.0654445,0.0820494,0.0737499,0.0648891,0.0606372,0.0566064,0.0508304,0
"244",244,"OSAG.1.1",1,"OSAG.1",1,"OSAG",0.648221,0.601554,0.649103,0.783811,0.807646,0.789409,0.771143,0.740537,0.718587,0.682319,0.653091,0.351779,0.376249,0.255724,0.12798,0.104882,0.109746,0.107585,0.108024,0.110831,0.110695,0.110119,1
"245",245,"OSAG.2.2",2,"OSAG.2",2,"OSAG",0.695652,0.682575,0.768,0.803569,0.822852,0.79578,0.769424,0.742375,0.716601,0.697571,0.668672,0.106719,0.117647,0.117517,0.115488,0.0829247,0.0861609,0.104275,0.122589,0.119448,0.114472,0.113167,1
"246",246,"OSAG.3.3",0,"OSAG.3",3,"OSAG",0.770751,0.674806,0.685241,0.742256,0.772046,0.787647,0.765382,0.740676,0.696637,0.655933,0.635306,0.201581,0.229745,0.212966,0.129127,0.110424,0.108978,0.10819,0.105349,0.110619,0.114741,0.11408,0
"247",247,"OSAG.4.4",1,"OSAG.4",4,"OSAG",0.711462,0.754717,0.718897,0.783556,0.827471,0.798265,0.77057,0.74612,0.730058,0.703202,0.673101,0.280632,0.162042,0.174621,0.128872,0.090528,0.0975467,0.104911,0.115958,0.115955,0.111826,0.109503,1
"248",248,"OSAG.5.5",0,"OSAG.5",5,"OSAG",0.656126,0.680355,0.703724,0.76979,0.797342,0.799982,0.765732,0.747121,0.705785,0.676179,0.651618,0.284585,0.217536,0.192276,0.128872,0.093086,0.0944743,0.109813,0.109862,0.118597,0.111077,0.114434,0
"249",249,"OSAG.6.6",0,"OSAG.6",6,"OSAG",0.699605,0.647059,0.638345,0.773614,0.78775,0.786473,0.771334,0.737907,0.709473,0.672005,0.643685,0.27668,0.321865,0.251586,0.128235,0.104242,0.111553,0.106025,0.106745,0.11381,0.111289,0.111877,0
"250",250,"OSAG.7.7",2,"OSAG.7",7,"OSAG",0.814229,0.823529,0.808828,0.793881,0.815178,0.806262,0.76901,0.751704,0.738356,0.720208,0.694846,0.102767,0.112098,0.112,0.126705,0.101684,0.0936159,0.108285,0.117843,0.116523,0.110185,0.107848,1
"251",251,"OSAG.8.8",1,"OSAG.8",8,"OSAG",0.782609,0.783574,0.724966,0.700701,0.755134,0.766999,0.762358,0.732463,0.681672,0.643256,0.625877,0.055336,0.112098,0.151448,0.141874,0.115896,0.113541,0.108858,0.106908,0.106895,0.116311,0.115507,1
"252",252,"OSAG.9.9",1,"OSAG.9",9,"OSAG",0.778656,0.778024,0.743724,0.781517,0.826689,0.793521,0.767833,0.751821,0.728374,0.705296,0.677507,0.209486,0.154273,0.182621,0.1355,0.0973495,0.105905,0.110736,0.11077,0.1117,0.110129,0.108898,1
"253",253,"PAWN.1.1",2,"PAWN.1",1,"PAWN",0.84585,0.687014,0.789241,0.758572,0.749378,0.72349,0.707611,0.687653,0.67306,0.662965,0.64996,0.146245,0.284129,0.177103,0.192734,0.177219,0.162518,0.150555,0.153882,0.143256,0.129884,0.118724,1
"254",254,"PAWN.2.2",1,"PAWN.2",2,"PAWN",0.620553,0.698113,0.740138,0.700701,0.696511,0.678037,0.665891,0.661248,0.67352,0.677058,0.660221,0.316206,0.263041,0.19669,0.201402,0.21964,0.210952,0.196954,0.178137,0.150931,0.142867,0.129969,1
"255",255,"PAWN.3.3",1,"PAWN.3",3,"PAWN",0.687747,0.681465,0.698207,0.728362,0.739714,0.72114,0.713149,0.695354,0.67524,0.666637,0.654802,0.26087,0.26859,0.254897,0.23276,0.197826,0.173587,0.156157,0.155371,0.144971,0.12945,0.120164,1
"256",256,"PAWN.4.4",1,"PAWN.4",4,"PAWN",0.237154,0.45838,0.56331,0.655832,0.708094,0.701306,0.710348,0.697401,0.684119,0.67623,0.661864,0.703557,0.492786,0.384828,0.295347,0.230086,0.197398,0.170608,0.15672,0.147302,0.136118,0.129722,1
"257",257,"PAWN.5.5",3,"PAWN.5",5,"PAWN",0.671937,0.733629,0.695172,0.687444,0.707454,0.714589,0.690964,0.680214,0.676255,0.673197,0.658707,0.27668,0.218646,0.263448,0.267559,0.215448,0.1894,0.176656,0.164452,0.150672,0.133441,0.125257,1
"258",258,"PAWN.6.6",0,"PAWN.6",6,"PAWN",0.648221,0.588235,0.49931,0.616061,0.65615,0.672977,0.698921,0.681836,0.682294,0.678957,0.66164,0.320158,0.36626,0.455172,0.328362,0.279969,0.223964,0.184582,0.167911,0.154481,0.143166,0.13969,0
"259",259,"PAWN.7.7",1,"PAWN.7",7,"PAWN",0.458498,0.550499,0.589793,0.561632,0.615079,0.666923,0.672566,0.685703,0.675357,0.665705,0.659829,0.517787,0.391787,0.345103,0.365456,0.303276,0.246103,0.215106,0.173758,0.154099,0.145609,0.145583,1
"260",260,"PAWN.8.8",2,"PAWN.8",8,"PAWN",0.833992,0.742508,0.597793,0.620778,0.66688,0.698053,0.689786,0.681487,0.675829,0.678074,0.663391,0.0474308,0.192009,0.358897,0.325558,0.262773,0.218452,0.18856,0.171192,0.151444,0.138221,0.132668,1
"261",261,"PAWN.9.9",0,"PAWN.9",9,"PAWN",0.557312,0.621532,0.577379,0.549267,0.587224,0.629151,0.668937,0.683274,0.670781,0.658893,0.650338,0.335968,0.288568,0.365241,0.384194,0.323527,0.262549,0.21412,0.176432,0.158047,0.159231,0.161796,0
"262",262,"PINT.1.1",0,"PINT.1",1,"PINT",0.466403,0.164262,0.112828,0.131039,0.0985575,0.0925767,0.0833307,0.0770573,0.0810269,0.0824833,0.0804178,0.0671937,0.0233074,0.0118621,0.0054812,0.00348184,0.00302715,0.00455168,0.00358298,0.00499991,0.00455568,0.00423492,0
"263",263,"PINT.2.2",0,"PINT.2",2,"PINT",0.498024,0.317425,0.231448,0.131421,0.118525,0.101071,0.0908425,0.0894116,0.0848212,0.0794414,0.0761715,0,0,0.00993103,0.0054812,0.00369502,0.00311752,0.00353312,0.00432749,0.00361696,0.00469716,0.00413218,0
"264",264,"PINT.3.3",0,"PINT.3",3,"PINT",0.490119,0.309656,0.200552,0.177565,0.132168,0.107487,0.0954579,0.0899002,0.0867892,0.0812665,0.0778152,0,0,0.00496552,0.00497132,0.00376608,0.00411151,0.00413789,0.0039785,0.00471623,0.00469716,0.00429199,0
"265",265,"PINT.4.4",0,"PINT.4",4,"PINT",0.162055,0.301887,0.188414,0.170937,0.124423,0.102336,0.0955852,0.0877597,0.0859205,0.0820305,0.0783973,0,0.017758,0.0057931,0.00573614,0.00369502,0.00406633,0.00455168,0.00376911,0.00526586,0.00464057,0.00431482,0
"266",266,"PINT.5.5",0,"PINT.5",5,"PINT",0.505929,0.258602,0.16,0.130784,0.0980601,0.0955135,0.0937391,0.0872479,0.0812752,0.0791302,0.078306,0,0,0.00165517,0.0054812,0.00412137,0.00320788,0.00343763,0.00351318,0.00382972,0.0032965,0.00399521,0
"267",267,"PINT.6.6",0,"PINT.6",6,"PINT",0.185771,0.147614,0.135448,0.130274,0.108364,0.0959653,0.0876595,0.080617,0.081151,0.0845772,0.0812282,0.0197628,0.0410655,0.0118621,0.0054812,0.00319761,0.00406633,0.00458351,0.00432749,0.00507083,0.00465472,0.00428058,0
"268",268,"PINT.7.7",0,"PINT.7",7,"PINT",0.671937,0.407325,0.183448,0.155768,0.1316,0.109113,0.0926568,0.0961122,0.0859382,0.0780125,0.0755779,0,0,0.00386207,0.0042065,0.00412137,0.00293679,0.00337397,0.00428096,0.00379426,0.00427272,0.00409794,0
"269",269,"PINT.8.8",0,"PINT.8",8,"PINT",0.640316,0.485017,0.182897,0.168897,0.125915,0.105408,0.0952669,0.0896443,0.086807,0.0800922,0.0763084,0,0,0.00524138,0.00573614,0.00397925,0.00325306,0.00429704,0.00400177,0.00413113,0.00475375,0.00417784,0
"270",270,"PINT.9.9",0,"PINT.9",9,"PINT",0.324111,0.18535,0.122207,0.119184,0.0936545,0.0918086,0.099373,0.088225,0.079644,0.0817759,0.0849495,0,0,0.000275862,0.0012747,0.00426348,0.00397596,0.00353312,0.00346665,0.00324462,0.00319746,0.00319616,0
"271",271,"RICH.1.1",3,"RICH.1",1,"RICH",0.857708,0.742508,0.615172,0.571192,0.599801,0.635025,0.664608,0.681673,0.669385,0.641205,0.615113,0,0.00887902,0.0433103,0.0429573,0.0731187,0.0721547,0.0704077,0.0702171,0.0690059,0.070613,0.0755322,1
"272",272,"RICH.2.2",3,"RICH.2",2,"RICH",1,0.938957,0.626207,0.562141,0.575499,0.613066,0.663972,0.680301,0.671708,0.636904,0.615855,0,0,0.0482759,0.0560867,0.0703475,0.0736005,0.069612,0.0674019,0.06913,0.073089,0.0807831,1
"273",273,"RICH.3.3",2,"RICH.3",3,"RICH",0.86166,0.783574,0.627034,0.552071,0.554537,0.609542,0.654455,0.674461,0.659669,0.639182,0.617065,0,0.0344062,0.0576552,0.0690886,0.0699922,0.0723806,0.06662,0.0656802,0.0688818,0.0783237,0.0882484,1
"274",274,"RICH.4.4",3,"RICH.4",4,"RICH",0.814229,0.782464,0.743448,0.603059,0.562353,0.618262,0.653532,0.666015,0.652879,0.63273,0.616243,0.0197628,0.0499445,0.070069,0.0901211,0.0813615,0.0726969,0.0763281,0.0722878,0.0755483,0.0836859,0.0915587,1
"275",275,"RICH.5.5",2,"RICH.5",5,"RICH",0.735178,0.779134,0.783724,0.647419,0.604775,0.634437,0.65299,0.655383,0.642896,0.629023,0.616997,0.0790514,0.0788013,0.0948966,0.113703,0.0927308,0.0750915,0.0814527,0.0826644,0.0843425,0.0916088,0.0953028,1
"276",276,"RICH.6.6",2,"RICH.6",6,"RICH",0.818182,0.81687,0.763034,0.683493,0.617068,0.627299,0.66324,0.673809,0.654634,0.628457,0.613903,0.102767,0.119867,0.0888276,0.101211,0.0874014,0.0815976,0.0839991,0.0803844,0.0798035,0.0839688,0.0900976,1
"277",277,"RICH.7.7",2,"RICH.7",7,"RICH",0.996047,0.932297,0.697655,0.620905,0.572302,0.62504,0.663558,0.680114,0.663907,0.63573,0.611963,0,0.0133185,0.072,0.0781389,0.0778086,0.0761307,0.0765509,0.0717759,0.0738107,0.078253,0.0861709,1
"278",278,"RICH.8.8",2,"RICH.8",8,"RICH",0.952569,0.789123,0.706483,0.626896,0.610175,0.636109,0.662094,0.682697,0.66685,0.638163,0.61226,0,0.0288568,0.0526897,0.0722753,0.0780928,0.0778476,0.0771557,0.0736139,0.0720377,0.0723108,0.0795503,1
"279",279,"RICH.9.9",3,"RICH.9",9,"RICH",0.814229,0.790233,0.731034,0.685277,0.646415,0.634302,0.665372,0.673856,0.660095,0.627863,0.61226,0.110672,0.130966,0.0968276,0.0856597,0.0803667,0.0842633,0.0829169,0.0809893,0.0746618,0.0796537,0.0858741,1
"280",280,"ROSE.1.1",2,"ROSE.1",1,"ROSE",0.719368,0.584906,0.558621,0.508859,0.481347,0.514571,0.528217,0.529164,0.53843,0.549893,0.554512,0.264822,0.398446,0.428138,0.412365,0.408015,0.348665,0.313588,0.282474,0.262832,0.242342,0.22348,1
"281",281,"ROSE.2.2",0,"ROSE.2",2,"ROSE",0.612648,0.623751,0.580138,0.524538,0.461593,0.479917,0.496546,0.498872,0.508555,0.497602,0.492837,0.209486,0.208657,0.197241,0.176673,0.211753,0.210319,0.207244,0.208534,0.187426,0.180897,0.175264,0
"282",282,"ROSE.3.3",0,"ROSE.3",3,"ROSE",0.209486,0.315205,0.377655,0.457616,0.485255,0.468531,0.483273,0.51667,0.521516,0.512542,0.510987,0.581028,0.45394,0.384552,0.314723,0.292972,0.273167,0.254512,0.22738,0.216805,0.212136,0.202397,0
"283",283,"ROSE.4.4",2,"ROSE.4",4,"ROSE",0.636364,0.337403,0.434483,0.492033,0.476444,0.485384,0.508896,0.519765,0.532225,0.53293,0.529958,0.343874,0.621532,0.451586,0.356915,0.357848,0.331993,0.279116,0.253763,0.235421,0.228109,0.213823,1
"284",284,"ROSE.5.5",1,"ROSE.5",5,"ROSE",0.462451,0.45172,0.482759,0.507584,0.485042,0.492884,0.5067,0.522743,0.538395,0.54248,0.532458,0.529644,0.530522,0.423172,0.34557,0.352874,0.328785,0.278002,0.248179,0.231716,0.225506,0.215593,1
"285",285,"ROSE.6.6",0,"ROSE.6",6,"ROSE",0.466403,0.503885,0.550069,0.502741,0.501528,0.487914,0.496196,0.525279,0.535983,0.530623,0.515861,0.395257,0.409545,0.305655,0.32441,0.286293,0.283965,0.258841,0.219795,0.214092,0.206901,0.202671,0
"286",286,"ROSE.7.7",0,"ROSE.7",7,"ROSE",0.490119,0.613762,0.57931,0.506437,0.487316,0.486468,0.492186,0.519509,0.526462,0.519574,0.504458,0.434783,0.27636,0.253793,0.268834,0.252753,0.249718,0.239806,0.21228,0.20333,0.194932,0.190857,0
"287",287,"ROSE.8.8",0,"ROSE.8",8,"ROSE",0.525692,0.402886,0.47531,0.482728,0.472465,0.46451,0.481173,0.514786,0.518147,0.512953,0.500976,0.375494,0.418424,0.295724,0.265774,0.264052,0.250169,0.24022,0.219469,0.205688,0.201242,0.193573,0
"288",288,"ROSE.9.9",0,"ROSE.9",9,"ROSE",0.462451,0.472808,0.47669,0.489484,0.458182,0.456513,0.485406,0.500617,0.507385,0.49954,0.493967,0.26087,0.233074,0.240276,0.218611,0.220067,0.218768,0.216825,0.214816,0.195528,0.190376,0.183483,0
"289",289,"ROTHELL.1.1",2,"ROTHELL.1",1,"ROTHELL",0.833992,0.784684,0.720828,0.639771,0.642294,0.692495,0.718337,0.728601,0.738338,0.740425,0.736316,0,0.0188679,0.0237241,0.0528999,0.0861224,0.0883296,0.0873094,0.0945999,0.100459,0.108487,0.120221,1
"290",290,"ROTHELL.2.2",2,"ROTHELL.2",2,"ROTHELL",0.84585,0.778024,0.781241,0.685915,0.65281,0.687751,0.713276,0.728252,0.736884,0.745023,0.743748,0.00790514,0.0144284,0.062069,0.0945825,0.107227,0.0902273,0.0888054,0.094344,0.0995195,0.105842,0.112562,1
"291",291,"ROTHELL.3.3",0,"ROTHELL.3",3,"ROTHELL",0.778656,0.712542,0.761931,0.674952,0.682299,0.684634,0.707642,0.726926,0.740696,0.747287,0.749112,0.0592885,0.0932297,0.137931,0.147482,0.116109,0.0962364,0.0962536,0.0956004,0.0996791,0.10587,0.106935,0
"292",292,"ROTHELL.4.4",0,"ROTHELL.4",4,"ROTHELL",0.956522,0.9101,0.706207,0.633015,0.650394,0.686622,0.709266,0.724436,0.731512,0.737624,0.743462,0,0.0110988,0.0725517,0.115105,0.111561,0.0944743,0.0949804,0.0998348,0.109626,0.114882,0.112585,0
"293",293,"ROTHELL.5.5",0,"ROTHELL.5",5,"ROTHELL",0.964427,0.835738,0.611862,0.631103,0.639736,0.686351,0.713977,0.725809,0.728267,0.73246,0.734513,0,0.00332963,0.0295172,0.0543021,0.0958573,0.0956038,0.0910017,0.0992066,0.113473,0.118561,0.116923,0
"294",294,"ROTHELL.6.6",0,"ROTHELL.6",6,"ROTHELL",0.758893,0.649279,0.566345,0.616189,0.653592,0.684182,0.711908,0.722156,0.724189,0.723731,0.723783,0.00395257,0.00665927,0.00717241,0.0386233,0.0842749,0.0975918,0.0945348,0.107513,0.12381,0.125225,0.122482,0
"295",295,"ROTHELL.7.7",3,"ROTHELL.7",7,"ROTHELL",0.762846,0.628191,0.638069,0.620905,0.642862,0.686125,0.700258,0.70929,0.713321,0.716968,0.723326,0.00395257,0.00665927,0.0286897,0.0783939,0.111632,0.101116,0.10784,0.123543,0.131913,0.128351,0.123555,1
"296",296,"ROTHELL.8.8",3,"ROTHELL.8",8,"ROTHELL",0.920949,0.793563,0.676414,0.618101,0.643644,0.682601,0.705924,0.709732,0.71676,0.72366,0.732652,0,0.0144284,0.0811035,0.132951,0.12293,0.104911,0.106089,0.118913,0.126381,0.1263,0.119251,1
"297",297,"ROTHELL.9.9",2,"ROTHELL.9",9,"ROTHELL",1,0.942286,0.627586,0.622435,0.643644,0.684995,0.708311,0.716875,0.723888,0.727494,0.73554,0,0.00110988,0.0515862,0.0999363,0.111206,0.0984955,0.0976223,0.109653,0.121008,0.122904,0.117276,1
"298",298,"RWRNE.1.1",0,"RWRNE.1",1,"RWRNE",1,1,0.922759,0.868324,0.802245,0.797723,0.73613,0.703869,0.691264,0.686804,0.698876,0,0,0,0.0012747,0.00262915,0.00189762,0.00302384,0.00293153,0.00257088,0.00319746,0.00394955,0
"299",299,"RWRNE.2.2",2,"RWRNE.2",2,"RWRNE",1,0.960044,0.900414,0.87355,0.807433,0.783446,0.730655,0.695354,0.685201,0.690454,0.695063,0,0,0.00193103,0.00152964,0.00270021,0.00216871,0.00327848,0.00297806,0.00304959,0.00322576,0.00364134,1
"300",300,"RWRNE.3.3",0,"RWRNE.3",3,"RWRNE",1,0.992231,0.901517,0.834162,0.801535,0.777979,0.754146,0.712338,0.697151,0.693043,0.6948,0,0,0,0,0.0013501,0.00180726,0.00155967,0.00241967,0.00244677,0.00309843,0.00535358,0
"301",301,"RWRNE.4.4",0,"RWRNE.4",4,"RWRNE",0.782609,0.738069,0.763034,0.718547,0.673559,0.682239,0.706433,0.670971,0.635698,0.651873,0.669277,0,0.00443951,0.00772414,0.00458891,0.00561359,0.0051055,0.00499729,0.00621205,0.00911331,0.0154638,0.0170424,0
"302",302,"RWRNE.5.5",0,"RWRNE.5",5,"RWRNE",1,0.891232,0.799172,0.785596,0.761245,0.714725,0.676545,0.67481,0.66724,0.666601,0.679002,0,0.0110988,0.0110345,0.00917782,0.00532935,0.00375006,0.0055384,0.00456015,0.00517721,0.00943676,0.011061,0
"303",303,"RWRNE.6.6",1,"RWRNE.6",6,"RWRNE",1,0.993341,0.897931,0.784831,0.806154,0.765012,0.72865,0.699914,0.685236,0.676575,0.669722,0,0,0.000275862,0.00458891,0.00270021,0.00307234,0.00264188,0.00248947,0.00343966,0.0047962,0.00703156,1
"304",304,"RWRNE.7.7",0,"RWRNE.7",7,"RWRNE",0.936759,0.887902,0.793103,0.764436,0.723513,0.720824,0.718719,0.695563,0.665343,0.645322,0.661583,0,0.00221976,0.00772414,0.00484385,0.00369502,0.00365969,0.00369227,0.00432749,0.00615237,0.00938017,0.0150676,0
"305",305,"RWRNE.8.8",1,"RWRNE.8",8,"RWRNE",0.928854,0.936737,0.797793,0.805736,0.782704,0.72864,0.702613,0.689398,0.675538,0.653726,0.658399,0,0.00221976,0.0104828,0.00497132,0.0052583,0.00365969,0.00305567,0.0042577,0.00475169,0.00629589,0.0123509,1
"306",306,"RWRNE.9.9",0,"RWRNE.9",9,"RWRNE",0.596838,0.567148,0.740138,0.723391,0.678747,0.668052,0.640481,0.645913,0.65685,0.655339,0.672873,0.0948617,0.0288568,0.0118621,0.0096877,0.00596888,0.00682239,0.00531559,0.00646797,0.013209,0.0139641,0.0145996,0
"307",307,"RWRNW.1.1",0,"RWRNW.1",1,"RWRNW",0.600791,0.601554,0.585931,0.658381,0.692319,0.698279,0.7029,0.704497,0.695679,0.692661,0.69496,0.185771,0.0799112,0.0791724,0.0665392,0.0542173,0.0436452,0.0373683,0.0301063,0.0247159,0.0226086,0.0199075,0
"308",308,"RWRNW.2.2",0,"RWRNW.2",2,"RWRNW",0.948617,0.802442,0.528828,0.591587,0.61856,0.643022,0.677277,0.668691,0.669545,0.679758,0.683203,0,0.017758,0.0311724,0.0344168,0.0279969,0.0290968,0.0298246,0.0266164,0.0234748,0.0230755,0.0216997,0
"309",309,"RWRNW.3.3",0,"RWRNW.3",3,"RWRNW",0.964427,0.895671,0.623448,0.619885,0.611099,0.653639,0.675717,0.668737,0.676353,0.68164,0.688945,0.0158103,0.00554939,0.0264828,0.031485,0.0340368,0.0328921,0.0299838,0.0286173,0.0253187,0.0219154,0.020444,0
"310",310,"RWRNW.4.4",0,"RWRNW.4",4,"RWRNW",0.458498,0.339623,0.577655,0.636839,0.687274,0.693715,0.700003,0.703939,0.667293,0.659951,0.675555,0,0.0244173,0.0491035,0.0373486,0.0390819,0.0374102,0.0318617,0.028594,0.0250173,0.0218022,0.0199646,0
"311",311,"RWRNW.5.5",1,"RWRNW.5",5,"RWRNW",0.913043,0.761376,0.709793,0.632887,0.648689,0.679483,0.677436,0.687536,0.691193,0.690695,0.691193,0.0395257,0.0577137,0.0273103,0.0523901,0.0472536,0.0400307,0.0338352,0.0295945,0.0265421,0.022071,0.0194281,1
"312",312,"RWRNW.6.6",0,"RWRNW.6",6,"RWRNW",0.778656,0.655938,0.609379,0.620268,0.653663,0.678354,0.690391,0.691096,0.677116,0.671765,0.680612,0.00395257,0.0133185,0.0435862,0.0404079,0.0435586,0.0375457,0.0324347,0.0294549,0.0257442,0.0222549,0.0200217,0
"313",313,"RWRNW.7.7",0,"RWRNW.7",7,"RWRNW",0.881423,0.902331,0.735724,0.628553,0.623321,0.666516,0.667378,0.671459,0.686974,0.688686,0.695177,0,0.0133185,0.0190345,0.0373486,0.0427769,0.0364162,0.032753,0.029641,0.0259393,0.022354,0.0194167,0
"314",314,"RWRNW.8.8",0,"RWRNW.8",8,"RWRNW",0.750988,0.652608,0.546483,0.616953,0.661906,0.666335,0.690995,0.68863,0.671247,0.667266,0.678911,0.0197628,0.0244173,0.048,0.0339069,0.0341079,0.0336601,0.0310342,0.0284544,0.0249996,0.0218305,0.0205354,0
"315",315,"RWRNW.9.9",1,"RWRNW.9",9,"RWRNW",0.909091,0.82131,0.77131,0.625239,0.614794,0.627976,0.642709,0.654429,0.67536,0.696014,0.701478,0,0,0.00772414,0.02116,0.028139,0.0306782,0.0294427,0.0285475,0.0255137,0.022071,0.0203071,1
"316",316,"RWRSE.1.1",0,"RWRSE.1",1,"RWRSE",0.711462,0.596004,0.619586,0.67304,0.643146,0.640898,0.608811,0.627277,0.660272,0.667421,0.687826,0,0.00332963,0.017931,0.008413,0.0096639,0.00731939,0.00741637,0.0137503,0.0160635,0.0149545,0.0153872,0
"317",317,"RWRSE.2.2",0,"RWRSE.2",2,"RWRSE",0.889328,0.683685,0.573517,0.630975,0.612449,0.608458,0.597988,0.628138,0.660183,0.67915,0.696684,0.0158103,0.0310766,0.0148966,0.0122371,0.0105166,0.00795193,0.0128275,0.0168214,0.0166132,0.0155063,0.0143257,0
"318",318,"RWRSE.3.3",0,"RWRSE.3",3,"RWRSE",1,0.781354,0.710345,0.714468,0.698145,0.653413,0.645447,0.645332,0.655113,0.663361,0.674334,0,0.0288568,0.0171034,0.0096877,0.0057557,0.00691275,0.00557023,0.00723576,0.0130317,0.014049,0.0135951,0
"319",319,"RWRSE.4.4",1,"RWRSE.4",4,"RWRSE",0.525692,0.582686,0.661241,0.608031,0.601933,0.604075,0.628609,0.649124,0.664013,0.681272,0.707197,0.0355731,0.0321865,0.00937931,0.00956023,0.0106587,0.0104369,0.0163924,0.0163561,0.015443,0.0150536,0.0145425,1
"320",320,"RWRSE.5.5",1,"RWRSE.5",5,"RWRSE",0.529644,0.528302,0.541517,0.551179,0.569033,0.570551,0.595697,0.637189,0.667612,0.687865,0.701649,0,0.00110988,0.0107586,0.0154238,0.0112982,0.0177111,0.0208486,0.0184035,0.018333,0.0156478,0.0155927,1
"321",321,"RWRSE.6.6",0,"RWRSE.6",6,"RWRSE",0.980237,0.8202,0.628965,0.688591,0.651887,0.632585,0.625362,0.633559,0.654403,0.671156,0.685075,0,0.0122087,0.0165517,0.0096877,0.00937966,0.00740975,0.00658879,0.0128196,0.0150529,0.0140915,0.0142115,0
"322",322,"RWRSE.7.7",0,"RWRSE.7",7,"RWRSE",0.644269,0.697003,0.657103,0.668834,0.632772,0.615506,0.636534,0.641307,0.654084,0.678796,0.693682,0.110672,0.0377358,0.0151724,0.008413,0.0104455,0.00781638,0.00814846,0.0152626,0.0148756,0.0145018,0.0137778,0
"323",323,"RWRSE.8.8",0,"RWRSE.8",8,"RWRSE",0.869565,0.899001,0.737379,0.695857,0.69509,0.642028,0.657574,0.648473,0.649634,0.673844,0.678945,0.00790514,0.00221976,0.0171034,0.0096877,0.0057557,0.00695794,0.00563389,0.00788721,0.012943,0.0133558,0.0132184,0
"324",324,"RWRSE.9.9",0,"RWRSE.9",9,"RWRSE",0.573123,0.489456,0.53931,0.584321,0.599517,0.593232,0.582519,0.620577,0.666495,0.683366,0.698362,0,0.00554939,0.0107586,0.0154238,0.0107298,0.00957846,0.0174428,0.0187292,0.0170032,0.0164967,0.0145083,0
"325",325,"SACW.1.1",0,"SACW.1",1,"SACW",0.557312,0.481687,0.337931,0.280943,0.29418,0.26395,0.206831,0.181662,0.157497,0.142415,0.134844,0.0355731,0.09101,0.125241,0.0912683,0.0876856,0.071477,0.0533151,0.0401573,0.0324462,0.0269379,0.0223275,0
"326",326,"SACW.2.2",0,"SACW.2",2,"SACW",0.264822,0.193119,0.310621,0.280433,0.237902,0.225229,0.202184,0.183383,0.174518,0.159845,0.14272,0.209486,0.146504,0.0513103,0.0467814,0.0402189,0.042335,0.0420791,0.038994,0.0332796,0.028381,0.0234918,0
